rank,candidate_rank,project_id,sample_file,repository_url,focal_class,focal_class_path,class_kind,focal_method_name,testability_score,build_tool,java_version
2,33,173952800,173952800_30.json,https://github.com/eth-sri/soltix,BytesValue,soltix/src/main/java/soltix/interpretation/values/BytesValue.java,class,bitwiseOr,9,maven,8
4,58,50105719,50105719_25.json,https://github.com/kawasima/enkan,MethodOverrideMiddleware,enkan-web/src/main/java/enkan/middleware/MethodOverrideMiddleware.java,class,handle,9,maven,21
5,63,34411308,34411308_1.json,https://github.com/fharms/java-examples,MarshallingService,jboss-marshalling-example/src/main/java/com/fharms/marshalling/service/MarshallingService.java,class,deserialize,9,maven,8
8,83,18133301,18133301_5.json,https://github.com/graceland/graceland-core,Platform,graceland-platform/src/main/java/io/graceland/Platform.java,class,forApplication,7,maven,7
11,123,9754885,9754885_1.json,https://github.com/openmrs/openmrs-module-patientmatching,ScorePair,api/src/main/java/org/regenstrief/linkage/util/ScorePair.java,class,getCandidatesFromMultiFieldDemographics,10,maven,8
13,133,122514469,122514469_23.json,https://github.com/leberKleber/ljcm,BooleanParser,ljcm-minimal-parser/src/main/java/io/github/leberkleber/ljcm/parser/impl/BooleanParser.java,class,parseValue,9,maven,8
19,173,84320045,84320045_0.json,https://github.com/CodeFX-org/java-9-wtf,GraphicsBounds,graphics-bounds/src/main/java/wtf/java9/graphics_bounds/GraphicsBounds.java,class,createBounds,7,maven,8
32,283,70767609,70767609_3.json,https://github.com/code-not-found/spring-ws,TicketAgentClient,spring-ws-soapaction-header/src/main/java/com/codenotfound/ws/client/TicketAgentClient.java,class,listFlights,8,maven,8
33,288,29397553,29397553_11.json,https://github.com/RankSys/RankSys,AveragePrecision,RankSys-metrics/src/main/java/es/uam/eps/ir/ranksys/metrics/basic/AveragePrecision.java,class,evaluate,9,maven,8
34,298,19668829,19668829_1.json,https://github.com/capnproto/capnproto-java,ArrayInputStream,runtime/src/main/java/org/capnproto/ArrayInputStream.java,class,read,9,maven,8
35,308,75065038,75065038_2.json,https://github.com/storezhang/utils,CollectionUtils,util/src/main/java/com/ruijc/util/CollectionUtils.java,class,get,9,maven,8
40,353,1045976,1045976_7.json,https://github.com/bartdag/py4j,ReflectionEngine,py4j-java/src/main/java/py4j/reflection/ReflectionEngine.java,class,getMethod,9,maven,6
43,428,15951171,15951171_0.json,https://github.com/rodolfodpk/myeslib,HzUnitOfWorkJournal,myeslib-hazelcast/src/main/java/org/myeslib/hazelcast/storage/HzUnitOfWorkJournal.java,class,append,9,maven,7
47,483,3551455,3551455_13.json,https://github.com/petitparser/java-petitparser,GrammarDefinition,petitparser-core/src/main/java/org/petitparser/tools/GrammarDefinition.java,class,ref,8,maven,11
49,498,214200976,214200976_1.json,https://github.com/ykayacan/hashing-utils,ConsistentNodeRouter,hashing-consistent/src/main/java/io/github/ykayacan/hashing/consistent/ConsistentNodeRouter.java,class,getNode,8,gradle,1
