rank,candidate_rank,project_id,sample_file,repository_url,focal_class,focal_class_path,class_kind,focal_method_name,testability_score,build_tool,java_version
3,2546,74649126,74649126_9.json,https://github.com/cecid/hermes,HermesProtocolApiListener,corvus-api/src/main/java/hk/hku/cecid/hermes/api/listener/HermesProtocolApiListener.java,class,parseFromPathInfo,8,maven,8
4,2551,25889832,25889832_4.json,https://github.com/GoogleCloudPlatform/appengine-java-vm-runtime,JsonFormatter,appengine-java-logging/src/main/java/com/google/apphosting/logging/JsonFormatter.java,class,formatMessage,9,maven,8
7,2576,91583905,91583905_232.json,https://github.com/alfasoftware/morf,SchemaHomology,morf-core/src/main/java/org/alfasoftware/morf/metadata/SchemaHomology.java,class,schemasMatch,9,maven,11
8,2606,70948568,70948568_102.json,https://github.com/redfin/fuzzy,FuzzyUtil,fuzzy-core/src/main/java/com/redfin/fuzzy/FuzzyUtil.java,class,inspect,7,maven,8
9,2631,198355705,198355705_28.json,https://github.com/iamazy/elasticsearch-sql,ElasticSql2DslParser,elasticsearch-sql-core/src/main/java/io/github/iamazy/elasticsearch/dsl/sql/ElasticSql2DslParser.java,class,parse,10,maven,8
13,2696,2046220,2046220_18.json,https://github.com/apache/empire-db,OptionEntry,empire-db/src/main/java/org/apache/empire/commons/OptionEntry.java,class,getValueString,10,maven,8
14,2701,28138459,28138459_10.json,https://github.com/seedstack/business,MergeSingleAggregateFromRepositoryImpl,core/src/main/java/org/seedstack/business/internal/assembler/dsl/MergeSingleAggregateFromRepositoryImpl.java,class,fromFactory,8,maven,unknown
15,2711,42751387,42751387_108.json,https://github.com/treasure-data/digdag,ConfigEvalEngine,digdag-core/src/main/java/io/digdag/core/agent/ConfigEvalEngine.java,class,eval,7,gradle,8
19,2736,61520679,61520679_5.json,https://github.com/PrisonTeam/Prison,Bounds,prison-core/src/main/java/tech/mcprison/prison/util/Bounds.java,class,within,7,gradle,8
25,2796,72728706,72728706_16.json,https://github.com/jklingsporn/vertx-jooq,JDBCCompletableFutureGenericQueryExecutor,vertx-jooq-completablefuture-jdbc/src/main/java/io/github/jklingsporn/vertx/jooq/completablefuture/jdbc/JDBCCompletableFutureGenericQueryExecutor.java,class,executeBlocking,7,maven,8
27,2801,1644710,1644710_0.json,https://github.com/talios/restbuilder,RestBuilder,restbuilder-parser/src/main/java/com/theoryinpractise/restbuilder/parser/RestBuilder.java,class,buildModel,10,maven,6
29,2811,100470026,100470026_0.json,https://github.com/javaee/tutorial-examples,StandaloneBean,ejb/standalone/src/main/java/javaeetutorial/standalone/ejb/StandaloneBean.java,class,returnMessage,7,maven,8
32,2836,13910968,13910968_4.json,https://github.com/olle/serverside-todomvc,TodoController,examples-java-spring-boot-freemarker/src/main/java/com/studiomediatech/todomvc/web/TodoController.java,class,deleteTodo,8,maven,8
36,2871,1184582,1184582_8.json,https://github.com/kiegroup/droolsjbpm-contributed-experiments,ConverterUtils,zenithr/zenithr/src/main/java/org/kiegroup/zenithr/drools/regex/ConverterUtils.java,class,parseOutput,8,maven,8
42,2921,2480222,2480222_2.json,https://github.com/fitzyyf/plum-sample,DefQaContentLink,nanjing12336/src/main/java/org/mumu/swoop/analysis/def/DefQaContentLink.java,class,getContent,10,maven,6
43,2931,14444698,14444698_18.json,https://github.com/lukas-krecan/smock,EndpointInterceptorClientAdapter,common/src/main/java/net/javacrumbs/smock/common/EndpointInterceptorClientAdapter.java,class,wrapEndpointInterceptors,9,maven,6
46,2956,14969366,14969366_18.json,https://github.com/adamcin/httpsig-java,DefaultVerifier,api/src/main/java/net/adamcin/httpsig/api/DefaultVerifier.java,class,verify,7,maven,6
48,2966,36658493,36658493_6.json,https://github.com/aioaneid/uzaygezen,RangeListFilter,uzaygezen-core/src/main/java/com/google/uzaygezen/core/RangeListFilter.java,class,combine,8,maven,7
