rank,candidate_rank,project_id,sample_file,repository_url,focal_class,focal_class_path,class_kind,focal_method_name,testability_score,build_tool,java_version
15,147,158126654,158126654_12.json,https://github.com/peholmst/DDDExample,VAT,shared-kernel/src/main/java/net/pkhapps/ddd/shared/domain/financial/VAT.java,class,addTax,7,maven,11
16,152,78372835,78372835_1.json,https://github.com/donovanmuller/camel-spring-cloud-stream,CamelConfigurableBindingServiceProperties,camel-spring-cloud-stream/src/main/java/io/switchbit/CamelConfigurableBindingServiceProperties.java,class,setCamelConfiguration,7,maven,8
20,177,28665076,28665076_0.json,https://github.com/cdvcz/datex2,Datex2Subscription,datex2-api/src/main/java/cz/cdv/datex2/Datex2Subscription.java,class,newBuilder,7,maven,7
38,337,107437722,107437722_123.json,https://github.com/Adobe-Marketing-Cloud/asset-share-commons,AssetRenditionDownloadRequest,core/src/main/java/com/adobe/aem/commons/assetshare/content/renditions/download/impl/AssetRenditionDownloadRequest.java,class,getAttribute,9,maven,${project.build.directory}/generated-sources/acs-aem-commons
41,357,1020601,1020601_2.json,https://github.com/modelmapper/modelmapper,NumberConverter,core/src/main/java/org/modelmapper/internal/converter/NumberConverter.java,class,convert,9,maven,8
42,407,42273328,42273328_33.json,https://github.com/eBay/UAF,AuthenticationRequestProcessing,fido-uaf-core/src/main/java/org/ebayopensource/fido/uaf/ri/client/AuthenticationRequestProcessing.java,class,processRequest,7,maven,unknown
44,437,9178484,9178484_2.json,https://github.com/openscoring/openscoring,WebApplicationExceptionMapper,openscoring-service/src/main/java/org/openscoring/service/WebApplicationExceptionMapper.java,class,toResponse,9,maven,unknown
46,462,86653876,86653876_1.json,https://github.com/tywo45/t-io,ByteKit,src/zoo/websocket/client/src/main/java/org/tio/websocket/client/kit/ByteKit.java,class,split,10,maven,unknown
56,642,114688767,114688767_202.json,https://github.com/SkyfengBiuBiu/Proto3_graphhopper,GHIntArrayList,core/src/main/java/com/graphhopper/coll/GHIntArrayList.java,class,fill,10,maven,7
60,677,4732484,4732484_0.json,https://github.com/julienledem/brennus,Specializer,brennus-asm/src/main/java/brennus/asm/specializer/Specializer.java,class,specialize,9,maven,7
61,682,56027154,56027154_2.json,https://github.com/davidmoten/state-machine,Property,state-machine-persistence/src/main/java/com/github/davidmoten/fsm/persistence/Property.java,class,list,8,maven,${maven.compiler.target}
62,707,7823906,7823906_10.json,https://github.com/culturecommunication/ginco,ConceptHierarchyUtil,ginco-commons/src/main/java/fr/mcc/ginco/utils/ConceptHierarchyUtil.java,class,getSuperOrdinate,10,maven,7
63,727,106459277,106459277_1.json,https://github.com/iovka/shex-java,DataExtractorConformant,shex/src/main/java/fr/inria/lille/shexjava/validation/DataExtractorConformant.java,class,extractConformantPart,7,maven,8
72,782,6476959,6476959_17.json,https://github.com/sweble/sweble-wikitext,SiblingRangeCollection,sweble-wom3-parent/sweble-wom3-core/src/main/java/org/sweble/wom3/impl/SiblingRangeCollection.java,class,listIterator,8,maven,11
76,807,1784501,1784501_0.json,https://github.com/vecnatechnologies/dbDiff,ColumnType,core/src/main/java/com/vecna/dbDiff/model/ColumnType.java,class,equals,9,maven,unknown
82,852,23737510,23737510_83.json,https://github.com/dschulten/hydra-java,AffordanceBuilderFactory,spring-hateoas-ext/src/main/java/de/escalon/hypermedia/spring/AffordanceBuilderFactory.java,class,linkTo,7,maven,6
84,887,12506813,12506813_0.json,https://github.com/MysterionRise/information-retrieval-adventure,BM25FQuery,lucene4/src/main/java/org/apache/lucene/search/BM25FQuery.java,class,BM25FQuery,8,maven,11
87,907,32651977,32651977_54.json,https://github.com/protostuff/protostuff-compiler,PropertyProviderImpl,protostuff-generator/src/main/java/io/protostuff/generator/PropertyProviderImpl.java,class,getProperty,7,maven,11
91,962,25405542,25405542_117.json,https://github.com/datumbox/datumbox-framework,ClusterSampling,datumbox-framework-core/src/main/java/com/datumbox/framework/core/statistics/sampling/ClusterSampling.java,class,randomSampling,9,maven,11
93,997,156613410,156613410_5.json,https://github.com/dinject/dinject,GenericType,inject-generator/src/main/java/io/avaje/inject/generator/GenericType.java,class,maybe,10,maven,unknown
97,1007,145080847,145080847_15.json,https://github.com/micromata/Merlin,Languages,merlin-server/src/main/java/de/micromata/merlin/server/Languages.java,class,asLocale,7,gradle,9
99,1072,32808027,32808027_109.json,https://github.com/tomtom-international/speedtools,TelephoneNumberAdapter,core/src/main/java/com/tomtom/speedtools/xmladapters/TelephoneNumberAdapter.java,class,marshal,10,maven,8
104,1097,63107687,63107687_2.json,https://github.com/virtualdataset/virtdata-java,FieldExtractor,virtdata-lib-basics/src/main/java/io/virtdata/libbasics/shared/unary_string/FieldExtractor.java,class,apply,10,maven,unknown
107,1112,193047220,193047220_28.json,https://github.com/apache/servicecomb-toolkit,DefaultParameterValidatorFactory,oas-validator/oas-validator-style/src/main/java/org/apache/servicecomb/toolkit/oasv/style/factory/DefaultParameterValidatorFactory.java,class,create,7,maven,8
110,1142,43258821,43258821_5.json,https://github.com/sherman/blobkeeper,ByteBufferSeekableByteChannel,common/src/main/java/io/blobkeeper/common/util/ByteBufferSeekableByteChannel.java,class,truncate,10,maven,8
117,1232,14612017,14612017_58.json,https://github.com/apache/velocity-tools,JspWriterImpl,velocity-tools-view-jsp/src/main/java/org/apache/velocity/tools/view/jsp/jspimpl/JspWriterImpl.java,class,clearBuffer,10,maven,unknown
