rank,candidate_rank,project_id,sample_file,repository_url,focal_class,focal_class_path,class_kind,focal_method_name,testability_score,build_tool,java_version
7,79,5279091,5279091_4.json,https://github.com/square/dagger,Keys,core/src/main/java/dagger/internal/Keys.java,class,getClassName,10,maven,6
14,139,16641539,16641539_17.json,https://github.com/mtamme/signalr-client,URIBuilder,api/src/main/java/net/signalr/client/util/URIBuilder.java,class,addParameters,9,maven,7
17,159,154520,154520_549.json,https://github.com/caelum/vraptor,LongConverter,vraptor-core/src/main/java/br/com/caelum/vraptor/converter/LongConverter.java,class,convert,9,maven,5
21,184,9165045,9165045_20.json,https://github.com/AKSW/RDFUnit,ShapePathReader,rdfunit-model/src/main/java/org/aksw/rdfunit/model/readers/shacl/ShapePathReader.java,class,read,7,maven,8
23,189,17835696,17835696_0.json,https://github.com/feroult/yawp,JettyConfiguration,yawp-postgresql/src/main/java/io/yawp/driver/postgresql/configuration/JettyConfiguration.java,class,load,8,maven,8
26,229,11919447,11919447_1.json,https://github.com/porscheinformatik/cucumber-report-db,MimeTypeToExtensionsUtil,cucumber-formatter/src/main/java/at/porscheinformatik/cucumber/formatter/MimeTypeToExtensionsUtil.java,class,getExtension,10,maven,7
27,234,225191103,225191103_0.json,https://github.com/prpatel/quarkus-workshop,GreetingResource,exercise3/src/main/java/org/example/exercise3/GreetingResource.java,class,getOne,9,maven,8
28,239,2329961,2329961_18.json,https://github.com/Cloudname/cloudname,ServiceData,cn-service/src/main/java/org/cloudname/service/ServiceData.java,class,addEndpoint,9,maven,8
29,249,2851858,2851858_6.json,https://github.com/jwcarman/Wicketopia,WicketopiaPropertyFacet,wicketopia/src/main/java/org/wicketopia/metadata/WicketopiaPropertyFacet.java,class,get,9,maven,6
30,254,35888585,35888585_1.json,https://github.com/gocd-contrib/gocd-oauth-login,GoogleProvider,google/src/main/java/com/tw/go/plugin/provider/google/GoogleProvider.java,class,authorize,9,gradle,7
39,339,48337544,48337544_2.json,https://github.com/jenkinsci/structs-plugin,DescribableModel,plugin/src/main/java/org/jenkinsci/plugins/structs/describable/DescribableModel.java,class,instantiate,9,maven,unknown
45,444,39175817,39175817_1.json,https://github.com/ashald/EnvFile,DotEnvFileParser,modules/core/src/main/java/net/ashald/envfile/providers/dotenv/DotEnvFileParser.java,class,getEnvVars,10,gradle,21
50,509,160304314,160304314_6.json,https://github.com/naver/cover-checker,ObjectFactory,cover-checker-console/src/main/java/com/naver/nid/cover/util/ObjectFactory.java,class,getCoverageReportParser,10,gradle,8
59,674,11194069,11194069_1.json,https://github.com/AdamBien/e2ftp,Hook,ftpservice/src/main/java/org/eftp/ftpserver/business/hooks/entity/Hook.java,class,isValid,10,maven,7
65,734,8369425,8369425_2.json,https://github.com/gillius/jfxutils,StableTicksAxis,jfxutils/src/main/java/org/gillius/jfxutils/chart/StableTicksAxis.java,class,calculateTickSpacing,10,maven,11
68,759,22970701,22970701_2.json,https://github.com/indeedeng/proctor-pipet,Extractor,proctor-pipet-core/src/main/java/com/indeed/proctor/pipet/core/var/Extractor.java,class,extract,7,maven,unknown
70,779,854559,854559_4.json,https://github.com/AxonFramework/Axon-trader,PortfolioView,query/src/main/java/org/axonframework/samples/trader/query/portfolio/PortfolioView.java,class,obtainAmountOfAvailableItemsFor,8,maven,8
78,839,32954678,32954678_5.json,https://github.com/overture-stack/score,MD5s,score-core/src/main/java/bio/overture/score/core/util/MD5s.java,class,toBase64,8,maven,11
79,844,7735632,7735632_1.json,https://github.com/comtel2000/fx-experience,XmlHelper,fx-onscreen-keyboard/src/main/java/org/comtel2000/keyboard/xml/XmlHelper.java,class,readIntAttribute,9,maven,17
86,904,15994370,15994370_1.json,https://github.com/robertp1984/softwarecave,PeriodicTableAccessWS,periodictable/src/main/java/com/example/periodictable/ws/access/PeriodicTableAccessWS.java,class,getElementByAtomicNumber,9,maven,7
89,954,4182801,4182801_33.json,https://github.com/derari/cthul,JavaSignatureComparator,objects/src/main/java/org/cthul/objects/reflection/JavaSignatureComparator.java,class,applicability,9,maven,target/generated-sources/freemarker
