run_id,manifest_rank,project_id,sample_file,input_id,seed,source_valid,smell_status,smell_complete,smell_error,started_at_utc,finished_at_utc,smell_instances,smell_free,smell_java_home,smell_artifact_dir,smell_raw_csv,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Handling,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test,repo_cache_removed,not_applicable_reason,cleanup_warning
evosuite-clean-200-part-2,98,33766200,33766200_0.json,33766200_0,42,True,COMPLETE,True,,2026-08-24T06:54:28.017529+00:00,2026-08-24T06:54:28.476268+00:00,66,False,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-11,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\33766200_0\s42\ts,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\33766200_0\s42\ts\Output_TestSmellDetection_1787554468157.csv,0,0,0,0,0,18,0,0,0,0,0,0,0,11,19,0,0,0,0,18,0,True,,
evosuite-clean-200-part-2,103,157564875,157564875_10.json,157564875_10,42,False,NOT_APPLICABLE_INVALID,False,,2026-08-24T06:54:49.765558+00:00,2026-08-24T06:54:49.765558+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,True,EvoSuite status=BASELINE_FAILED,
evosuite-clean-200-part-2,108,206452,206452_0.json,206452_0,42,True,COMPLETE,True,,2026-08-24T07:01:10.301393+00:00,2026-08-24T07:01:10.686444+00:00,7,False,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-11,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\206452_0\s42\ts,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\206452_0\s42\ts\Output_TestSmellDetection_1787554870430.csv,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,True,,
evosuite-clean-200-part-2,113,13379760,13379760_1.json,13379760_1,42,False,NOT_APPLICABLE_INVALID,False,,2026-08-24T07:03:40.386322+00:00,2026-08-24T07:03:40.386322+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,True,EvoSuite status=BASELINE_FAILED,
evosuite-clean-200-part-2,118,160731309,160731309_175.json,160731309_175,42,False,NOT_APPLICABLE_INVALID,False,,2026-08-24T07:05:08.990439+00:00,2026-08-24T07:05:08.990439+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,True,EvoSuite status=GENERATION_FAILED,
evosuite-clean-200-part-2,123,53649949,53649949_16.json,53649949_16,42,False,NOT_APPLICABLE_INVALID,False,,2026-08-24T07:05:30.019468+00:00,2026-08-24T07:05:30.019468+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,True,EvoSuite status=GENERATION_FAILED,
evosuite-clean-200-part-2,128,52228869,52228869_0.json,52228869_0,42,False,NOT_APPLICABLE_INVALID,False,,2026-08-24T07:10:47.311142+00:00,2026-08-24T07:10:47.311142+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,True,EvoSuite status=GENERATION_TIMEOUT,
evosuite-clean-200-part-2,133,2432524,2432524_4.json,2432524_4,42,False,NOT_APPLICABLE_INVALID,False,,2026-08-24T07:06:42.338278+00:00,2026-08-24T07:06:42.338278+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,True,EvoSuite status=GENERATION_FAILED,
evosuite-clean-200-part-2,138,100135378,100135378_6.json,100135378_6,42,True,COMPLETE,True,,2026-08-24T07:08:56.200972+00:00,2026-08-24T07:08:56.596705+00:00,8,False,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-11,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\100135378_6\s42\ts,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\100135378_6\s42\ts\Output_TestSmellDetection_1787555336335.csv,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,True,,
evosuite-clean-200-part-2,143,10808572,10808572_54.json,10808572_54,42,True,COMPLETE,True,,2026-08-24T07:10:17.879910+00:00,2026-08-24T07:10:18.260916+00:00,15,False,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-11,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\10808572_54\s42\ts,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\10808572_54\s42\ts\Output_TestSmellDetection_1787555418004.csv,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,True,,
evosuite-clean-200-part-2,148,197277844,197277844_0.json,197277844_0,42,False,NOT_APPLICABLE_INVALID,False,,2026-08-24T07:10:33.081036+00:00,2026-08-24T07:10:33.081036+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,True,EvoSuite status=GENERATION_FAILED,
evosuite-clean-200-part-2,153,27824737,27824737_0.json,27824737_0,42,True,COMPLETE,True,,2026-08-24T07:15:07.882183+00:00,2026-08-24T07:15:08.402955+00:00,43,False,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-11,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\27824737_0\s42\ts,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\27824737_0\s42\ts\Output_TestSmellDetection_1787555708054.csv,0,0,0,0,0,16,0,0,0,0,0,0,0,0,11,0,0,0,0,16,0,True,,
evosuite-clean-200-part-2,158,4026983,4026983_0.json,4026983_0,42,True,COMPLETE,True,,2026-08-24T07:12:41.088821+00:00,2026-08-24T07:12:41.620418+00:00,234,False,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-11,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\4026983_0\s42\ts,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\4026983_0\s42\ts\Output_TestSmellDetection_1787555561229.csv,18,0,0,0,0,22,0,0,0,0,0,0,0,19,153,0,0,0,0,22,0,True,,
evosuite-clean-200-part-2,163,75939912,75939912_0.json,75939912_0,42,False,NOT_APPLICABLE_INVALID,False,,2026-08-24T07:12:54.666143+00:00,2026-08-24T07:12:54.666143+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,True,EvoSuite status=GENERATION_FAILED,
evosuite-clean-200-part-2,168,148614148,148614148_0.json,148614148_0,42,True,COMPLETE,True,,2026-08-24T07:17:14.425766+00:00,2026-08-24T07:17:14.918997+00:00,61,False,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-11,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\148614148_0\s42\ts,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\148614148_0\s42\ts\Output_TestSmellDetection_1787555834579.csv,0,0,0,0,0,12,0,0,0,0,0,0,0,9,28,0,0,0,0,12,0,True,,
evosuite-clean-200-part-2,173,106371845,106371845_6.json,106371845_6,42,False,NOT_APPLICABLE_INVALID,False,,2026-08-24T07:18:02.915987+00:00,2026-08-24T07:18:02.915987+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,True,EvoSuite status=TEST_FAILED,
evosuite-clean-200-part-2,178,11383343,11383343_1.json,11383343_1,42,False,NOT_APPLICABLE_INVALID,False,,2026-08-24T07:18:27.711767+00:00,2026-08-24T07:18:27.711767+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,True,EvoSuite status=TEST_FAILED,
evosuite-clean-200-part-2,183,18560435,18560435_8.json,18560435_8,42,False,NOT_APPLICABLE_INVALID,False,,2026-08-24T07:18:34.315257+00:00,2026-08-24T07:18:34.315257+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,True,EvoSuite status=GENERATION_FAILED,
evosuite-clean-200-part-2,188,33030494,33030494_10.json,33030494_10,42,True,COMPLETE,True,,2026-08-24T07:21:40.035853+00:00,2026-08-24T07:21:40.473884+00:00,31,False,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-11,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\33030494_10\s42\ts,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\33030494_10\s42\ts\Output_TestSmellDetection_1787556100176.csv,1,0,0,0,0,6,0,0,0,0,0,0,0,4,14,0,0,0,0,6,0,True,,
evosuite-clean-200-part-2,193,99742967,99742967_28.json,99742967_28,42,True,COMPLETE,True,,2026-08-24T07:20:10.475964+00:00,2026-08-24T07:20:11.011077+00:00,50,False,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-11,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\99742967_28\s42\ts,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\99742967_28\s42\ts\Output_TestSmellDetection_1787556010669.csv,0,0,0,0,0,9,0,0,0,0,0,0,0,8,24,0,0,0,0,9,0,True,,
evosuite-clean-200-part-2,198,103377081,103377081_25.json,103377081_25,42,True,COMPLETE,True,,2026-08-24T07:22:01.781349+00:00,2026-08-24T07:22:02.182335+00:00,39,False,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-11,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\103377081_25\s42\ts,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\e\p2\s\103377081_25\s42\ts\Output_TestSmellDetection_1787556121923.csv,0,0,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,True,,
